srcip,dstip,proto,bytes_r,bytes_r_max,bytes_s,bytes_s_max,first,last,pkts_r,pkts_r_max,pkts_s,pkts_s_max,count,activity,ss_time,service
192.168.1.88,35.244.206.129,6,15089,5085,3632,1290,32:15.0,59:57.6,41,15,34,12,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",1662.653387,twitter
192.168.1.88,50.19.118.112,6,7665,7665,1785,1785,14:03.4,14:03.8,9,9,12,12,1,['post_tweet'],0.419547,twitter
192.168.1.88,69.195.160.128,6,9006,4503,2589,1295,02:04.1,14:13.5,20,10,22,11,2,"['scroll_feed', 'post_tweet']",729.427198,twitter
192.168.1.88,69.195.161.128,6,0,0,360,180,33:14.1,51:17.0,0,0,6,3,2,"['post_tweet', 'post_tweet']",1082.950076,twitter
192.168.1.88,69.195.162.128,6,22576,4504,6822,1295,14:13.5,52:05.0,51,10,58,11,6,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",2271.52127,twitter
192.168.1.88,69.195.163.128,6,13509,4503,3884,1295,26:07.2,35:52.6,30,10,33,11,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",585.426328,twitter
192.168.1.88,69.195.164.128,6,4503,4503,1295,1295,42:05.4,42:05.8,10,10,11,11,1,['scroll_feed'],0.392734,twitter
192.168.1.88,69.195.165.128,6,0,0,600,180,20:42.6,46:03.9,0,0,10,3,4,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",1521.261572,twitter
192.168.1.88,69.195.166.128,6,18072,4503,5526,1295,32:17.1,59:58.0,41,10,47,11,5,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",1660.914612,twitter
192.168.1.88,69.195.167.128,6,0,0,300,180,39:47.0,52:36.4,0,0,5,3,2,"['post_tweet', 'post_tweet']",769.345129,twitter
192.168.1.88,69.195.168.128,6,17668,4671,6024,1775,02:05.4,38:06.5,41,11,51,13,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2161.190657,twitter
192.168.1.88,69.195.169.128,6,0,0,300,180,23:24.8,38:04.8,0,0,5,3,2,"['post_tweet', 'scroll_feed']",879.93935,twitter
192.168.1.88,69.195.170.128,6,0,0,600,180,14:06.8,55:40.9,0,0,10,3,4,"['post_tweet', 'post_tweet', 'post_tweet', 'post_tweet']",2494.136589,twitter
192.168.1.88,69.195.171.128,6,21296,4484,6037,1405,26:14.1,59:51.6,47,11,54,13,5,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2017.523512,twitter
192.168.1.88,69.195.172.128,6,4977,4977,1650,1650,20:40.8,20:42.8,13,13,14,14,1,['post_tweet'],1.930223,twitter
192.168.1.88,69.195.173.128,6,0,0,360,180,14:32.0,59:55.4,0,0,6,3,2,"['post_tweet', 'scroll_feed']",2723.400388,twitter
192.168.1.88,69.195.176.128,6,4367,4367,1294,1294,26:07.9,26:09.1,10,10,11,11,1,['scroll_feed'],1.16586,twitter
192.168.1.88,69.195.177.128,6,0,0,180,180,52:30.3,52:33.3,0,0,3,3,1,['post_tweet'],3.006046,twitter
192.168.1.88,69.195.178.128,6,13163,4389,3883,1295,35:19.3,49:41.5,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",862.146643,twitter
192.168.1.88,69.195.179.128,6,9006,4503,2588,1295,40:13.9,42:40.3,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",146.457518,twitter
192.168.1.88,69.195.180.128,6,12707,4503,3096,1295,09:28.5,45:34.7,25,10,28,11,3,"['post_tweet', 'post_tweet', 'post_tweet']",2166.217228,twitter
192.168.1.88,69.195.183.128,6,0,0,840,180,09:28.9,55:37.9,0,0,14,3,5,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",2768.956083,twitter
192.168.1.88,69.195.184.128,6,16613,4367,4744,1295,33:13.1,45:35.5,34,10,41,11,4,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet']",742.344107,twitter
192.168.1.88,69.195.185.128,6,8388,4367,2535,1295,14:37.0,42:41.7,18,10,21,11,2,"['post_tweet', 'scroll_feed']",1684.629568,twitter
192.168.1.88,69.195.186.128,6,8417,4367,2635,1341,38:02.7,51:19.8,18,10,21,11,2,"['scroll_feed', 'post_tweet']",797.056637,twitter
192.168.1.88,69.195.187.128,6,17546,4387,5178,1295,02:04.4,49:47.8,40,10,44,11,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2863.318169,twitter
192.168.1.88,72.21.91.70,6,171249,42804,32426,3287,02:02.1,59:48.5,293,41,306,32,26,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",3466.336812,twitter
192.168.1.88,93.184.215.217,6,1012921,506277,30898,15905,14:31.8,59:55.5,718,356,634,331,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",2723.653554,twitter
192.168.1.88,104.244.42.130,6,806383,45897,545537,26081,00:54.7,57:59.1,1671,83,1987,97,27,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",3424.347755,twitter
192.168.1.88,104.244.42.131,6,40824,5306,14708,2041,02:02.9,21:44.7,80,10,88,11,8,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",1181.807373,twitter
192.168.1.88,104.244.42.193,6,20756,5314,36977,13511,45:58.5,58:04.4,67,19,80,25,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",725.958478,twitter
192.168.1.88,104.244.42.195,6,37107,5305,14129,2020,11:11.8,37:12.1,70,10,77,11,7,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",1560.253648,twitter
192.168.1.88,104.244.42.198,6,6908,6908,2054,2054,57:58.7,57:59.3,12,12,13,13,1,['scroll_feed'],0.578706,twitter
192.168.1.88,104.244.42.2,6,71835,27464,56386,21215,20:43.9,58:09.6,155,57,189,67,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",2245.707532,twitter
192.168.1.88,104.244.42.3,6,37111,5304,14130,2022,42:03.7,48:33.5,70,10,77,11,7,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",389.880634,twitter
192.168.1.88,104.244.42.6,6,143728,6413,44885,2985,01:58.7,48:29.4,251,13,256,13,23,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2790.679443,twitter
192.168.1.88,104.244.42.65,6,102809,6071,160673,12534,01:00.8,44:02.3,329,23,371,26,20,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",2581.509699,twitter
192.168.1.88,104.244.42.66,6,4305,4305,1069,1069,20:43.9,20:44.2,10,10,13,13,1,['scroll_feed'],0.286673,twitter
192.168.1.88,104.244.42.67,6,42765,5568,16372,2235,17:55.7,58:03.4,83,12,90,13,8,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2407.748165,twitter
192.168.1.88,104.244.42.70,6,25001,6251,7595,1903,15:27.5,21:40.6,44,11,44,11,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",373.107549,twitter
192.168.1.88,184.31.10.236,6,226406,226406,6940,6940,37:09.6,37:13.6,171,171,100,100,1,['scroll_feed'],4.012807,twitter
192.168.1.88,184.31.10.237,6,6212,6212,1135,1135,37:09.6,37:10.1,11,11,11,11,1,['scroll_feed'],0.535369,twitter
192.168.1.88,192.229.210.163,6,5287562,577618,174928,17776,00:57.9,48:36.2,3828,404,3333,352,26,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2858.279441,twitter
192.168.1.88,199.232.8.158,6,5323,5323,2076,2076,57:59.1,58:06.6,15,15,18,18,1,['scroll_feed'],7.452266,twitter
192.168.1.88,209.237.192.128,6,16664,4367,4561,1293,17:55.5,30:43.9,35,10,40,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",768.347905,twitter
192.168.1.88,209.237.193.128,6,4449,4389,1642,1292,21:48.6,42:29.3,11,10,14,11,2,"['post_tweet', 'scroll_feed']",1240.684139,twitter
192.168.1.88,209.237.194.128,6,18011,4503,5169,1293,11:41.4,45:57.7,40,10,44,11,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2056.344915,twitter
192.168.1.88,209.237.195.128,6,0,0,540,180,30:38.3,47:45.3,0,0,9,3,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",1026.920621,twitter
192.168.1.88,209.237.196.128,6,31522,4504,9043,1293,02:02.1,48:10.2,70,10,77,11,7,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",2768.119112,twitter
192.168.1.88,209.237.197.128,6,0,0,180,180,06:02.6,06:05.6,0,0,3,3,1,['post_tweet'],3.006746,twitter
192.168.1.88,209.237.198.128,6,13509,4503,3879,1294,29:09.8,48:36.9,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1167.115209,twitter
192.168.1.88,209.237.199.128,6,26965,4503,7701,1293,11:14.6,30:37.6,59,10,65,11,6,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",1163.000952,twitter
192.168.1.88,209.237.200.128,6,26964,4503,7765,1304,02:00.9,42:27.9,59,10,66,11,6,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2426.975235,twitter
192.168.1.88,209.237.201.128,6,0,0,600,180,15:34.7,47:40.2,0,0,10,3,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",1925.519705,twitter
192.168.1.88,209.237.202.128,6,0,0,300,180,00:56.7,44:05.5,0,0,5,3,2,"['post_tweet', 'post_tweet']",2588.842366,twitter
192.168.1.88,209.237.203.128,6,0,0,180,180,30:07.9,30:10.9,0,0,3,3,1,['scroll_feed'],3.007754,twitter
192.168.1.88,216.58.194.68,6,40,40,75,75,17:59.5,17:59.6,1,1,1,1,1,['scroll_feed'],0.041567,twitter
192.168.1.88,35.186.207.124,6,13612,4555,3711,1238,01:01.8,42:29.5,32,11,30,10,3,"['post_tweet', 'post_tweet', 'scroll_feed']",2487.70582,twitter
192.168.1.88,35.186.226.218,6,13666,4608,3868,1341,42:27.2,48:37.1,33,12,33,12,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",369.95297,twitter
192.168.1.88,35.227.244.19,6,13613,4555,3745,1284,21:47.2,44:00.0,32,11,31,11,3,"['post_tweet', 'scroll_feed', 'post_tweet']",1332.762911,twitter
192.168.1.88,35.244.206.129,6,30332,5594,7154,1235,02:00.6,47:36.2,78,15,68,12,6,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2735.594448,twitter
192.168.1.88,69.195.160.128,6,13510,4504,3883,1295,27:30.0,47:37.2,30,10,33,11,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",1207.269548,twitter
192.168.1.88,69.195.161.128,6,0,0,300,180,31:49.0,46:02.8,0,0,5,3,2,"['scroll_feed', 'scroll_feed']",853.88961,twitter
192.168.1.88,69.195.162.128,6,4503,4503,1295,1295,29:11.2,29:11.7,10,10,11,11,1,['scroll_feed'],0.563845,twitter
192.168.1.88,69.195.163.128,6,13510,4504,3884,1296,17:55.1,37:15.9,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1160.852699,twitter
192.168.1.88,69.195.164.128,6,22514,4503,6472,1295,02:01.7,45:58.2,50,10,55,11,5,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2636.483931,twitter
192.168.1.88,69.195.165.128,6,0,0,540,180,21:42.2,58:09.9,0,0,9,3,3,"['post_tweet', 'post_tweet', 'scroll_feed']",2187.729518,twitter
192.168.1.88,69.195.166.128,6,18010,4503,5173,1294,06:01.8,58:01.0,40,10,44,11,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",3119.153746,twitter
192.168.1.88,69.195.167.128,6,0,0,540,180,03:07.5,48:07.9,0,0,9,3,3,"['post_tweet', 'post_tweet', 'post_tweet']",2700.425119,twitter
192.168.1.88,69.195.168.128,6,17943,4659,5464,1406,12:06.3,58:07.0,43,11,49,13,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2760.645167,twitter
192.168.1.88,69.195.169.128,6,0,0,180,180,27:54.1,27:57.1,0,0,3,3,1,['scroll_feed'],3.005242,twitter
192.168.1.88,69.195.170.128,6,0,0,180,180,25:48.4,25:51.4,0,0,3,3,1,['post_tweet'],3.00996,twitter
192.168.1.88,69.195.171.128,6,4058,4058,988,988,01:02.5,01:03.6,6,6,9,9,1,['post_tweet'],1.120143,twitter
192.168.1.88,69.195.172.128,6,13227,4452,4159,1558,03:05.9,45:59.7,31,11,34,12,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",2573.796869,twitter
192.168.1.88,69.195.173.128,6,0,0,360,180,27:24.9,48:35.2,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",1270.270791,twitter
192.168.1.88,69.195.176.128,6,13101,4367,3882,1295,03:37.9,20:52.4,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1034.518889,twitter
192.168.1.88,69.195.177.128,6,0,0,180,180,58:01.0,58:04.0,0,0,3,3,1,['scroll_feed'],3.005519,twitter
192.168.1.88,69.195.178.128,6,16749,4388,4391,1295,02:02.3,48:37.6,35,10,39,11,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",2795.306905,twitter
192.168.1.88,69.195.179.128,6,13509,4503,3883,1296,01:02.2,27:59.5,30,10,33,11,3,"['post_tweet', 'post_tweet', 'scroll_feed']",1617.247159,twitter
192.168.1.88,69.195.180.128,6,27019,4504,7768,1296,29:10.6,47:36.8,60,10,66,11,6,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",1106.260357,twitter
192.168.1.88,69.195.182.128,6,14049,5043,4012,1423,27:30.7,48:32.1,32,12,35,13,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1261.476375,twitter
192.168.1.88,69.195.183.128,6,0,0,960,180,03:32.3,48:12.0,0,0,16,3,6,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",2679.633497,twitter
192.168.1.88,69.195.184.128,6,8734,4367,2588,1294,11:35.1,30:14.1,20,10,22,11,2,"['post_tweet', 'scroll_feed']",1118.973883,twitter
192.168.1.88,69.195.185.128,6,7931,4367,1978,1293,06:08.0,27:24.9,15,10,18,11,2,"['post_tweet', 'scroll_feed']",1276.875038,twitter
192.168.1.88,72.21.91.70,6,199659,44316,37741,3905,00:54.9,57:59.5,337,42,348,42,28,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",3424.602124,twitter
192.168.1.88,93.184.215.217,6,594119,594119,13191,13191,31:41.0,31:45.4,417,417,271,271,1,['scroll_feed'],4.40433,twitter
192.168.1.88,104.244.42.129,6,32276,5972,64446,19169,38:08.9,58:57.9,115,26,137,33,6,"['post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",1249.065276,twitter
192.168.1.88,104.244.42.131,6,14470,5515,4756,2237,06:37.6,17:04.3,30,11,34,13,3,"['scroll_feed', 'scroll_feed', 'post_tweet']",626.710695,twitter
192.168.1.88,104.244.42.134,6,43757,6304,13369,1975,13:33.5,25:55.2,77,12,79,13,7,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",741.656254,twitter
192.168.1.88,104.244.42.193,6,35914,5476,69696,13347,00:58.4,11:15.3,118,21,139,25,7,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",616.854806,twitter
192.168.1.88,104.244.42.194,6,229585,41954,143432,23853,14:58.1,31:07.5,443,88,519,105,7,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",969.436925,twitter
192.168.1.88,104.244.42.195,6,12570,6365,4686,2082,00:57.5,31:05.2,22,11,25,12,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1807.783556,twitter
192.168.1.88,104.244.42.198,6,56419,6411,18171,2983,00:53.2,11:02.9,101,13,101,13,9,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed']",609.772159,twitter
192.168.1.88,104.244.42.2,6,426902,46952,298423,26115,00:53.2,45:38.1,914,84,1077,97,16,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",2684.886678,twitter
192.168.1.88,104.244.42.3,6,97034,6371,36461,2084,07:10.0,59:19.2,181,11,200,12,18,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",3129.158935,twitter
192.168.1.88,104.244.42.65,6,26974,5848,59053,16241,14:57.3,31:00.9,98,23,116,29,6,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",963.583626,twitter
192.168.1.88,104.244.42.66,6,153617,48427,106374,23841,55:09.3,59:21.7,333,83,398,102,5,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",252.453192,twitter
192.168.1.88,104.244.42.67,6,10603,5302,4042,2021,25:30.0,25:59.2,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",29.163783,twitter
192.168.1.88,104.244.42.70,6,50011,6253,15196,1902,38:04.6,59:15.0,88,11,88,11,8,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",1270.451803,twitter
192.168.1.88,172.217.12.74,6,80,80,150,150,38:04.3,38:13.2,2,2,2,2,1,['post_tweet'],8.975699,twitter
192.168.1.88,172.217.14.174,6,40,40,75,75,25:28.5,25:28.5,1,1,1,1,1,['scroll_feed'],0.02867,twitter
192.168.1.88,172.217.2.234,6,13220,6626,9771,4857,05:34.8,38:05.6,33,15,29,13,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",1950.796511,twitter
192.168.1.88,173.194.219.154,6,40,40,75,75,38:10.7,38:10.7,1,1,1,1,1,['post_tweet'],0.059429,twitter
192.168.1.88,184.31.10.237,6,5013,5013,1059,1059,25:28.9,25:29.2,9,9,10,10,1,['scroll_feed'],0.23371,twitter
192.168.1.88,192.229.210.163,6,5029762,1131517,147133,27500,00:56.2,59:18.0,3621,781,2816,524,22,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",3501.736901,twitter
192.168.1.88,209.237.192.128,6,13100,4367,3879,1294,17:05.7,59:18.8,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'post_tweet']",2533.026162,twitter
192.168.1.88,209.237.193.128,6,4978,4978,1594,1594,07:37.4,07:39.2,13,13,13,13,1,['scroll_feed'],1.756934,twitter
192.168.1.88,209.237.194.128,6,13509,4503,3878,1293,14:04.5,58:49.9,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",2685.400386,twitter
192.168.1.88,209.237.195.128,6,0,0,480,180,07:07.3,24:40.5,0,0,8,3,4,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet']",1053.121204,twitter
192.168.1.88,209.237.196.128,6,9005,4503,2585,1293,17:05.5,25:56.8,20,10,22,11,2,"['post_tweet', 'scroll_feed']",531.364296,twitter
192.168.1.88,209.237.197.128,6,0,0,540,180,02:06.2,31:00.5,0,0,9,3,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",1734.297764,twitter
192.168.1.88,209.237.198.128,6,9005,4503,2638,1345,38:12.5,59:19.9,20,10,23,12,2,"['post_tweet', 'post_tweet']",1267.370057,twitter
192.168.1.88,209.237.199.128,6,13509,4503,3879,1294,25:36.4,59:20.2,30,10,33,11,3,"['scroll_feed', 'post_tweet', 'post_tweet']",2023.796942,twitter
192.168.1.88,209.237.200.128,6,13509,4503,3877,1293,00:57.7,17:04.6,30,10,33,11,3,"['scroll_feed', 'post_tweet', 'post_tweet']",966.95649,twitter
192.168.1.88,209.237.201.128,6,0,0,180,180,07:12.8,07:15.8,0,0,3,3,1,['scroll_feed'],3.006438,twitter
192.168.1.88,209.237.202.128,6,0,0,360,180,24:34.5,25:31.7,0,0,6,3,2,"['post_tweet', 'scroll_feed']",57.249131,twitter
192.168.1.88,209.237.203.128,6,0,0,180,180,58:22.6,58:25.6,0,0,3,3,1,['scroll_feed'],3.006616,twitter
192.168.1.88,216.58.194.100,6,40,40,75,75,38:09.8,38:09.9,1,1,1,1,1,['post_tweet'],0.040158,twitter
192.168.1.88,23.1.106.236,6,4992,4992,1062,1062,38:05.2,38:05.5,9,9,10,10,1,['post_tweet'],0.24429,twitter
192.168.1.88,31.13.93.12,6,83,83,135,135,24:34.7,24:34.8,1,1,2,2,1,['post_tweet'],0.060213,twitter
192.168.1.88,35.186.207.124,6,18324,4607,5107,1290,02:04.2,56:45.9,46,12,43,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",3281.732907,twitter
192.168.1.88,35.186.226.218,6,9110,4555,2579,1341,00:58.0,38:12.4,22,11,22,12,2,"['scroll_feed', 'post_tweet']",2234.43867,twitter
192.168.1.88,35.227.244.19,6,13717,4607,3746,1284,00:55.0,56:45.5,34,12,31,11,3,"['scroll_feed', 'post_tweet', 'post_tweet']",3350.498829,twitter
192.168.1.88,50.17.233.203,6,7665,7665,1785,1785,14:52.4,14:52.8,9,9,12,12,1,['scroll_feed'],0.457946,twitter
192.168.1.88,69.195.160.128,6,4726,4726,1626,1626,08:33.1,08:34.1,13,13,14,14,1,['post_tweet'],0.962163,twitter
192.168.1.88,69.195.161.128,6,0,0,60,60,15:04.7,15:04.7,0,0,1,1,1,['scroll_feed'],0,twitter
192.168.1.88,69.195.162.128,6,9006,4503,2590,1296,07:40.9,14:59.6,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",438.729037,twitter
192.168.1.88,69.195.163.128,6,13509,4503,3883,1295,08:13.5,55:17.4,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'post_tweet']",2823.856855,twitter
192.168.1.88,69.195.164.128,6,18011,4503,5177,1295,06:38.0,38:38.0,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",1920.038501,twitter
192.168.1.88,69.195.165.128,6,0,0,960,180,05:35.0,45:36.7,0,0,16,3,6,"['post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",2401.702326,twitter
192.168.1.88,69.195.166.128,6,13509,4503,3881,1294,02:04.5,25:28.7,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1404.205495,twitter
